DATE,WITHDRAWAL_AMT,DEPOSIT_AMT
22-Aug-17, 900.00 ,
22-Aug-17," 6,000.00 ",
22-Aug-17," 5,000.00 ",
22-Aug-17," 9,500.00 ",
22-Aug-17," 3,000.00 ",
22-Aug-17, 200.00 ,
22-Aug-17," 5,000.00 ",
22-Aug-17," 10,000.00 ",
22-Aug-17," 2,000.00 ",
22-Aug-17, 200.00 ,
22-Aug-17," 10,000.00 ",
22-Aug-17," 1,600.00 ",
22-Aug-17, 100.00 ,
22-Aug-17," 1,000.00 ",
22-Aug-17," 1,000.00 ",
22-Aug-17, 500.00 ,
22-Aug-17, 100.00 ,
22-Aug-17, 820.00 ,
22-Aug-17, 500.00 ,
22-Aug-17, 300.00 ,
22-Aug-17," 9,000.00 ",
22-Aug-17, 500.00 ,
22-Aug-17," 1,000.00 ",
22-Aug-17," 3,020.00 ",
22-Aug-17," 1,450.00 ",
22-Aug-17," 4,000.00 ",
22-Aug-17," 1,000.00 ",
22-Aug-17," 1,200.00 ",
22-Aug-17," 5,000.00 ",
22-Aug-17," 3,050.00 ",
22-Aug-17, 500.00 ,
22-Aug-17," 1,020.00 ",
22-Aug-17, 520.00 ,
22-Aug-17," 3,000.00 ",
22-Aug-17," 1,200.00 ",
22-Aug-17, 200.00 ,
22-Aug-17," 1,000.00 ",
22-Aug-17," 4,010.00 ",
22-Aug-17," 1,000.00 ",
22-Aug-17," 2,040.00 ",
22-Aug-17," 3,000.00 ",
22-Aug-17, 520.00 ,
22-Aug-17," 1,934.00 ",
22-Aug-17," 1,500.00 ",
22-Aug-17," 2,000.00 ",
22-Aug-17," 5,000.00 ",
22-Aug-17," 1,500.00 ",
22-Aug-17," 2,515.00 ",
22-Aug-17," 1,500.00 ",
22-Aug-17," 4,800.00 ",
22-Aug-17, 300.00 ,
22-Aug-17," 1,000.00 ",
22-Aug-17, 100.00 ,
22-Aug-17," 3,500.00 ",
22-Aug-17," 5,000.00 ",
22-Aug-17, 100.00 ,
22-Aug-17, 100.00 ,
22-Aug-17, 500.00 ,
22-Aug-17," 3,000.00 ",
22-Aug-17," 6,150.00 ",
22-Aug-17," 1,000.00 ",
22-Aug-17," 5,000.00 ",
22-Aug-17," 9,000.00 ",
22-Aug-17, 100.00 ,
22-Aug-17," 5,000.00 ",
22-Aug-17, 500.00 ,
22-Aug-17," 7,500.00 ",
22-Aug-17," 2,010.00 ",
22-Aug-17," 1,000.00 ",
22-Aug-17," 1,640.00 ",
22-Aug-17," 1,000.00 ",
22-Aug-17, 100.00 ,
22-Aug-17," 2,510.00 ",
22-Aug-17, 520.00 ,
22-Aug-17, 520.00 ,
22-Aug-17, 200.00 ,
22-Aug-17," 3,000.00 ",
22-Aug-17, 750.00 ,
22-Aug-17," 1,000.00 ",
22-Aug-17, 500.00 ,
22-Aug-17, 730.00 ,
22-Aug-17," 5,000.00 ",
22-Aug-17," 2,000.00 ",
22-Aug-17," 3,020.00 ",
22-Aug-17," 3,000.00 ",
22-Aug-17, 110.00 ,
22-Aug-17," 4,000.00 ",
22-Aug-17," 5,000.00 ",
22-Aug-17," 4,120.00 ",
22-Aug-17," 10,000.00 ",
22-Aug-17," 6,000.00 ",
22-Aug-17," 2,500.00 ",
22-Aug-17," 1,010.00 ",
22-Aug-17," 1,650.00 ",
22-Aug-17," 5,000.00 ",
22-Aug-17,, 42.35 
22-Aug-17,," 1,36,156.07 "
22-Aug-17,," 24,508.09 "
22-Aug-17," 40,00,000.00 ",
22-Aug-17," 40,00,000.00 ",
22-Aug-17," 10,00,000.00 ",
22-Aug-17," 2,500.00 ",
22-Aug-17," 1,920.00 ",
23-Aug-17,," 3,12,40,557.00 "
23-Aug-17," 2,04,63,905.00 ",
23-Aug-17,," 1,31,200.30 "
23-Aug-17,," 23,616.05 "
23-Aug-17," 1,14,00,000.00 ",
24-Aug-17,," 3,09,08,804.00 "
24-Aug-17,," 10,000.00 "
24-Aug-17," 1,600.00 ",
24-Aug-17, 700.00 ,
24-Aug-17," 2,23,48,729.00 ",
24-Aug-17,," 1,32,923.78 "
24-Aug-17,," 23,926.28 "
24-Aug-17," 35,00,000.00 ",
24-Aug-17," 43,00,000.00 ",
24-Aug-17," 10,00,000.00 ",
28-Aug-17,," 2,94,35,834.00 "
28-Aug-17,," 3,24,28,432.00 "
28-Aug-17,," 3,17,61,198.00 "
28-Aug-17,," 1,000.00 "
28-Aug-17,," 1,67,61,275.00 "
28-Aug-17," 2,03,79,587.00 ",
28-Aug-17," 1,97,31,151.00 ",
28-Aug-17," 2,01,18,382.00 ",
28-Aug-17," 1,40,28,979.00 ",
28-Aug-17," 1,50,00,000.00 ",
28-Aug-17," 1,50,00,000.00 ",
28-Aug-17," 62,00,000.00 ",
28-Aug-17,," 1,23,716.99 "
28-Aug-17,," 22,269.06 "
28-Aug-17,," 1,31,278.48 "
28-Aug-17,," 23,630.13 "
28-Aug-17,," 1,28,497.25 "
28-Aug-17,," 23,129.51 "
28-Aug-17,," 76,763.19 "
28-Aug-17,," 13,817.37 "
29-Aug-17,," 1,38,225.98 "
29-Aug-17,," 24,880.68 "
29-Aug-17,," 3,34,46,366.00 "
29-Aug-17,," 1,500.00 "
29-Aug-17," 2,31,70,118.00 ",
29-Aug-17," 1,09,00,000.00 ",
30-Aug-17,," 1,45,495.26 "
30-Aug-17,," 26,189.15 "
30-Aug-17,," 3,53,90,690.00 "
30-Aug-17,," 3,000.00 "
30-Aug-17," 2,40,79,575.00 ",
30-Aug-17," 1,15,00,000.00 ",
31-Aug-17,," 3,53,70,831.00 "
31-Aug-17,," 1,000.00 "
31-Aug-17," 2,38,80,230.00 ",
31-Aug-17," 1,12,00,000.00 ",
31-Aug-17," 3,00,000.00 ",
31-Aug-17,," 1,44,749.81 "
31-Aug-17,," 26,054.97 "
01-Sep-17, 17.70 ,
01-Sep-17,," 1,25,182.33 "
01-Sep-17,," 22,532.82 "
01-Sep-17,," 2,97,88,445.00 "
01-Sep-17," 2,13,76,524.00 ",
01-Sep-17," 30,00,000.00 ",
01-Sep-17," 30,00,000.00 ",
01-Sep-17," 20,00,000.00 ",
04-Sep-17,," 3,60,73,200.00 "
04-Sep-17,," 2,35,37,554.00 "
04-Sep-17,," 2,000.00 "
04-Sep-17,," 2,01,45,281.00 "
04-Sep-17," 2,36,24,975.00 ",
04-Sep-17," 1,74,09,489.00 ",
04-Sep-17," 1,54,61,854.00 ",
04-Sep-17," 30,00,000.00 ",
04-Sep-17," 30,00,000.00 ",
04-Sep-17," 20,00,000.00 ",
04-Sep-17," 20,00,000.00 ",
04-Sep-17," 20,00,000.00 ",
04-Sep-17," 20,00,000.00 ",
04-Sep-17," 20,00,000.00 ",
04-Sep-17," 10,00,000.00 ",
04-Sep-17," 10,00,000.00 ",
04-Sep-17,, 17.70 
04-Sep-17,," 1,45,824.18 "
04-Sep-17,," 26,248.35 "
04-Sep-17,," 1,03,289.64 "
04-Sep-17,," 18,592.14 "
04-Sep-17,," 89,032.25 "
04-Sep-17,," 16,025.81 "
05-Sep-17,," 3,62,64,272.00 "
05-Sep-17," 2,44,78,157.00 ",
05-Sep-17," 8,500.00 ",
05-Sep-17," 64,00,000.00 ",
05-Sep-17, 33.91 ,
05-Sep-17,," 1,52,569.42 "
05-Sep-17,," 27,462.50 "
05-Sep-17," 1,16,00,000.00 ",
05-Sep-17," 2,00,000.00 ",
06-Sep-17,," 3,40,01,155.00 "
06-Sep-17," 2,38,61,177.00 ",
06-Sep-17," 1,500.00 ",
06-Sep-17," 1,03,00,000.00 ",
06-Sep-17," 2,400.00 ",
06-Sep-17,, 33.91 
06-Sep-17,," 1,44,558.90 "
06-Sep-17,," 26,020.60 "
07-Sep-17,," 3,28,06,169.00 "
07-Sep-17,," 5,000.00 "
07-Sep-17," 2,37,24,183.00 ",
07-Sep-17,," 1,40,360.69 "
07-Sep-17,," 25,264.92 "
07-Sep-17," 93,00,000.00 ",
08-Sep-17,," 4,15,73,471.00 "
08-Sep-17,, 100.00 
08-Sep-17," 2,59,84,401.00 ",
08-Sep-17, 100.00 ,
08-Sep-17, 6.08 ,
08-Sep-17,," 1,68,619.03 "
08-Sep-17,," 30,351.43 "
08-Sep-17," 1,50,00,000.00 ",
08-Sep-17," 7,00,000.00 ",
11-Sep-17,," 4,91,73,912.00 "
11-Sep-17,," 3,93,21,651.00 "
11-Sep-17,," 1,000.00 "
11-Sep-17,," 3,13,04,036.00 "
11-Sep-17,," 3,000.00 "
11-Sep-17," 2,80,73,517.00 ",
11-Sep-17," 2,12,83,841.00 ",
11-Sep-17," 1,87,70,031.00 ",
11-Sep-17," 1,50,00,000.00 ",
11-Sep-17," 1,50,00,000.00 ",
11-Sep-17," 1,50,00,000.00 ",
11-Sep-17," 69,00,000.00 ",
11-Sep-17,, 17.70 
11-Sep-17,," 1,88,767.15 "
11-Sep-17,," 33,978.09 "
11-Sep-17,," 1,47,151.11 "
11-Sep-17,," 26,487.20 "
11-Sep-17,," 1,24,635.37 "
11-Sep-17,," 22,434.37 "
12-Sep-17,," 5,04,50,593.00 "
12-Sep-17," 2,90,79,242.00 ",
12-Sep-17," 1,000.00 ",
12-Sep-17, 5.90 ,
12-Sep-17,, 6.08 
12-Sep-17,," 1,96,616.39 "
12-Sep-17,," 35,390.95 "
12-Sep-17," 1,50,00,000.00 ",
12-Sep-17," 71,00,000.00 ",
13-Sep-17,," 3,85,70,138.00 "
13-Sep-17," 2,41,24,561.00 ",
13-Sep-17,, 5.90 
13-Sep-17,," 1,52,164.67 "
13-Sep-17,," 27,389.64 "
13-Sep-17," 1,47,00,000.00 ",
14-Sep-17,," 4,64,74,689.00 "
14-Sep-17," 2,72,35,059.00 ",
14-Sep-17," 1,50,00,000.00 ",
14-Sep-17," 42,00,000.00 ",
14-Sep-17, 27.44 ,
14-Sep-17,," 1,80,338.81 "
14-Sep-17,," 32,460.99 "
14-Sep-17,," 9,180.00 "
15-Sep-17,," 4,71,81,604.00 "
15-Sep-17," 2,97,31,317.00 ",
15-Sep-17,, 9.74 
15-Sep-17,," 1,87,264.34 "
15-Sep-17,," 33,707.58 "
15-Sep-17," 1,50,00,000.00 ",
15-Sep-17," 29,00,000.00 ",
15-Sep-17," 9,180.00 ",
15-Sep-17," 9,180.00 ",
16-Sep-17,," 4,70,67,366.00 "
16-Sep-17," 3,11,70,513.00 ",
16-Sep-17, 12.69 ,
16-Sep-17,," 1,88,429.50 "
16-Sep-17,," 33,917.31 "
16-Sep-17," 50,00,000.00 ",
16-Sep-17," 50,00,000.00 ",
16-Sep-17," 50,00,000.00 ",
18-Sep-17,," 4,32,22,050.00 "
18-Sep-17,," 2,78,70,435.00 "
18-Sep-17,," 20,800.00 "
18-Sep-17," 2,73,24,958.00 ",
18-Sep-17," 1,81,61,757.00 ",
18-Sep-17," 1,17,00,000.00 ",
18-Sep-17," 1,50,00,000.00 ",
18-Sep-17," 2,150.00 ",
18-Sep-17,," 1,71,332.28 "
18-Sep-17,," 30,839.81 "
18-Sep-17,," 1,14,538.43 "
18-Sep-17,," 20,616.92 "
19-Sep-17,," 4,58,95,021.00 "
19-Sep-17,," 3,400.00 "
19-Sep-17, 23.60 ,
19-Sep-17," 2,861.22 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17, 510.00 ,
19-Sep-17," 1,020.00 ",
19-Sep-17, 310.00 ,
19-Sep-17," 1,471.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17, 510.00 ,
19-Sep-17, 210.00 ,
19-Sep-17, 600.00 ,
19-Sep-17," 5,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 1,500.00 ",
19-Sep-17," 5,400.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17, 110.00 ,
19-Sep-17," 1,000.00 ",
19-Sep-17, 200.00 ,
19-Sep-17," 2,550.00 ",
19-Sep-17, 220.00 ,
19-Sep-17," 10,000.00 ",
19-Sep-17," 5,100.00 ",
19-Sep-17, 100.00 ,
19-Sep-17, 520.00 ,
19-Sep-17," 10,000.00 ",
19-Sep-17, 500.00 ,
19-Sep-17," 1,600.00 ",
19-Sep-17, 500.00 ,
19-Sep-17," 10,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17, 520.00 ,
19-Sep-17, 510.00 ,
19-Sep-17," 6,000.00 ",
19-Sep-17," 3,500.00 ",
19-Sep-17," 2,600.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 4,000.00 ",
19-Sep-17," 6,000.00 ",
19-Sep-17," 3,060.00 ",
19-Sep-17," 1,020.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 8,080.00 ",
19-Sep-17, 500.00 ,
19-Sep-17," 2,040.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17, 100.00 ,
19-Sep-17," 2,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 2,020.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17, 510.00 ,
19-Sep-17," 2,000.00 ",
19-Sep-17," 7,000.00 ",
19-Sep-17," 1,500.00 ",
19-Sep-17," 1,300.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 6,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 1,420.00 ",
19-Sep-17," 1,015.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17, 520.00 ,
19-Sep-17, 100.00 ,
19-Sep-17, 100.00 ,
19-Sep-17, 200.00 ,
19-Sep-17, 500.00 ,
19-Sep-17, 650.00 ,
19-Sep-17," 1,010.00 ",
19-Sep-17, 300.00 ,
19-Sep-17," 5,200.00 ",
19-Sep-17, 500.00 ,
19-Sep-17," 1,500.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 6,000.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 2,020.00 ",
19-Sep-17, 100.00 ,
19-Sep-17, 500.00 ,
19-Sep-17, 100.00 ,
19-Sep-17, 500.00 ,
19-Sep-17," 1,000.00 ",
19-Sep-17, 400.00 ,
19-Sep-17," 9,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17, 100.00 ,
19-Sep-17, 400.00 ,
19-Sep-17, 520.00 ,
19-Sep-17," 1,030.00 ",
19-Sep-17, 800.00 ,
19-Sep-17," 1,000.00 ",
19-Sep-17, 200.00 ,
19-Sep-17," 2,000.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17, 110.00 ,
19-Sep-17," 4,500.00 ",
19-Sep-17, 410.00 ,
19-Sep-17," 6,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 4,000.00 ",
19-Sep-17," 1,500.00 ",
19-Sep-17," 6,000.00 ",
19-Sep-17," 9,000.00 ",
19-Sep-17," 1,200.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17, 300.00 ,
19-Sep-17," 6,500.00 ",
19-Sep-17," 2,040.00 ",
19-Sep-17, 820.00 ,
19-Sep-17," 3,030.00 ",
19-Sep-17," 3,030.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17, 500.00 ,
19-Sep-17," 4,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17, 500.00 ,
19-Sep-17, 730.00 ,
19-Sep-17," 10,000.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 1,030.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17, 100.00 ,
19-Sep-17, 800.00 ,
19-Sep-17," 1,200.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 3,800.00 ",
19-Sep-17, 500.00 ,
19-Sep-17," 5,000.00 ",
19-Sep-17, 105.00 ,
19-Sep-17," 1,000.00 ",
19-Sep-17," 2,500.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17, 500.00 ,
19-Sep-17," 3,500.00 ",
19-Sep-17," 1,320.00 ",
19-Sep-17," 5,050.00 ",
19-Sep-17, 400.00 ,
19-Sep-17, 100.00 ,
19-Sep-17," 3,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 1,515.00 ",
19-Sep-17," 1,400.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17, 200.00 ,
19-Sep-17," 1,000.00 ",
19-Sep-17," 2,500.00 ",
19-Sep-17," 7,100.00 ",
19-Sep-17," 5,050.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 4,900.00 ",
19-Sep-17, 720.00 ,
19-Sep-17," 5,050.00 ",
19-Sep-17, 410.00 ,
19-Sep-17, 300.00 ,
19-Sep-17," 10,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 4,040.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17, 410.00 ,
19-Sep-17," 2,010.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17, 730.00 ,
19-Sep-17, 111.00 ,
19-Sep-17, 300.00 ,
19-Sep-17," 2,000.00 ",
19-Sep-17," 3,030.00 ",
19-Sep-17, 200.00 ,
19-Sep-17," 10,000.00 ",
19-Sep-17, 600.00 ,
19-Sep-17," 1,220.00 ",
19-Sep-17, 605.00 ,
19-Sep-17, 100.00 ,
19-Sep-17, 100.00 ,
19-Sep-17," 9,000.00 ",
19-Sep-17, 410.00 ,
19-Sep-17," 1,900.00 ",
19-Sep-17," 3,800.00 ",
19-Sep-17, 200.00 ,
19-Sep-17," 5,000.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 2,050.00 ",
19-Sep-17," 2,040.00 ",
19-Sep-17, 530.00 ,
19-Sep-17," 10,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17, 500.00 ,
19-Sep-17," 1,020.00 ",
19-Sep-17," 1,020.00 ",
19-Sep-17, 500.00 ,
19-Sep-17, 730.00 ,
19-Sep-17, 300.00 ,
19-Sep-17," 5,050.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 7,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17, 510.00 ,
19-Sep-17, 400.00 ,
19-Sep-17," 2,000.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 1,515.00 ",
19-Sep-17," 1,550.00 ",
19-Sep-17, 100.00 ,
19-Sep-17," 5,031.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 1,300.00 ",
19-Sep-17, 110.00 ,
19-Sep-17," 1,010.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17, 500.00 ,
19-Sep-17," 5,500.00 ",
19-Sep-17, 100.00 ,
19-Sep-17," 3,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 1,000.00 ",
19-Sep-17," 5,000.00 ",
19-Sep-17," 2,400.00 ",
19-Sep-17, 350.00 ,
19-Sep-17, 300.00 ,
19-Sep-17, 750.00 ,
19-Sep-17," 2,520.00 ",
19-Sep-17," 1,200.00 ",
19-Sep-17," 4,600.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 2,100.00 ",
19-Sep-17, 505.00 ,
19-Sep-17," 1,000.00 ",
19-Sep-17," 1,300.00 ",
19-Sep-17," 1,050.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 1,020.00 ",
19-Sep-17, 500.00 ,
19-Sep-17," 1,600.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17," 10,000.00 ",
19-Sep-17, 510.00 ,
19-Sep-17," 5,000.00 ",
19-Sep-17," 1,020.00 ",
19-Sep-17," 3,000.00 ",
19-Sep-17," 2,000.00 ",
19-Sep-17," 2,900.00 ",
19-Sep-17," 5,800.00 ",
19-Sep-17,," 1,86,017.84 "
19-Sep-17,," 33,483.21 "
19-Sep-17," 2,91,16,530.00 ",
19-Sep-17," 1,50,00,000.00 ",
19-Sep-17," 16,00,000.00 ",
20-Sep-17,," 1,79,340.17 "
20-Sep-17,," 32,281.23 "
20-Sep-17,," 4,35,12,718.00 "
20-Sep-17,," 2,800.00 "
20-Sep-17," 2,98,00,391.00 ",
20-Sep-17," 1,39,00,000.00 ",
21-Sep-17,, 23.60 
21-Sep-17,," 1,76,027.23 "
21-Sep-17,," 31,684.90 "
21-Sep-17,," 4,31,11,824.00 "
21-Sep-17," 2,88,83,823.00 ",
21-Sep-17," 1,44,00,000.00 ",
22-Sep-17, 5.90 ,
22-Sep-17,," 1,72,447.99 "
22-Sep-17,," 31,040.64 "
22-Sep-17,," 4,20,50,758.00 "
22-Sep-17," 3,00,57,328.00 ",
22-Sep-17," 1,22,85,000.00 ",
25-Sep-17, 17.70 ,
25-Sep-17,," 1,81,418.05 "
25-Sep-17,," 32,655.25 "
25-Sep-17,," 1,46,702.58 "
25-Sep-17,," 26,406.46 "
25-Sep-17,," 1,15,587.44 "
25-Sep-17,," 20,805.74 "
25-Sep-17,," 4,47,31,666.00 "
25-Sep-17,," 3,70,79,209.00 "
25-Sep-17,," 2,74,41,379.00 "
25-Sep-17,, 800.00 
25-Sep-17," 3,08,80,905.00 ",
25-Sep-17," 2,34,70,738.00 ",
25-Sep-17," 2,03,20,734.00 ",
25-Sep-17," 1,50,00,000.00 ",
25-Sep-17," 1,50,00,000.00 ",
25-Sep-17," 51,00,000.00 ",
26-Sep-17, 14.16 ,
26-Sep-17,, 23.60 
26-Sep-17,," 2,00,448.60 "
26-Sep-17,," 36,080.75 "
26-Sep-17,," 4,97,15,527.00 "
26-Sep-17,," 20,000.00 "
26-Sep-17," 3,13,04,852.00 ",
26-Sep-17," 1,00,00,000.00 ",
26-Sep-17," 86,00,000.00 ",
27-Sep-17,, 14.16 
27-Sep-17,," 1,89,232.87 "
27-Sep-17,," 34,061.92 "
27-Sep-17,," 4,64,60,212.00 "
27-Sep-17," 3,11,43,999.00 ",
27-Sep-17," 1,00,00,000.00 ",
27-Sep-17," 56,00,000.00 ",
28-Sep-17, 53.68 ,
28-Sep-17,," 1,96,554.18 "
28-Sep-17,," 35,379.75 "
28-Sep-17,," 4,89,44,001.00 "
28-Sep-17,, 100.00 
28-Sep-17," 3,15,82,368.00 ",
28-Sep-17," 1,00,00,000.00 ",
28-Sep-17," 76,00,000.00 ",
29-Sep-17, 5.90 ,
29-Sep-17,, 53.69 
29-Sep-17,," 1,80,208.42 "
29-Sep-17,," 32,437.52 "
29-Sep-17,," 4,46,53,527.00 "
29-Sep-17," 2,92,62,911.00 ",
29-Sep-17," 56,00,000.00 ",
29-Sep-17," 1,00,00,000.00 ",
03-Oct-17,," 3,52,54,860.00 "
03-Oct-17,," 2,68,54,921.00 "
03-Oct-17,," 1,300.00 "
03-Oct-17," 2,61,18,133.00 ",
03-Oct-17," 1,90,17,683.00 ",
03-Oct-17," 69,00,000.00 ",
03-Oct-17," 1,00,00,000.00 ",
03-Oct-17,," 2,08,25,862.00 "
03-Oct-17,," 2,90,10,760.00 "
03-Oct-17," 1,48,21,144.00 ",
03-Oct-17," 2,07,14,800.00 ",
03-Oct-17, 60.83 ,
03-Oct-17,, 5.90 
03-Oct-17,," 1,49,895.68 "
03-Oct-17,," 26,981.22 "
03-Oct-17,," 1,14,889.79 "
03-Oct-17,," 20,680.16 "
03-Oct-17,," 89,847.86 "
03-Oct-17,," 16,172.61 "
03-Oct-17,," 1,28,311.16 "
03-Oct-17,," 23,096.01 "
04-Oct-17,, 60.83 
04-Oct-17,," 1,82,968.92 "
04-Oct-17,," 32,934.41 "
04-Oct-17," 1,00,00,000.00 ",
04-Oct-17," 49,00,000.00 ",
04-Oct-17,," 4,37,89,463.00 "
04-Oct-17," 3,05,74,465.00 ",
04-Oct-17," 1,34,00,000.00 ",
05-Oct-17,," 4,78,27,714.00 "
05-Oct-17,," 5,000.00 "
05-Oct-17,," 1,99,477.46 "
05-Oct-17,," 35,905.94 "
05-Oct-17," 3,30,89,550.00 ",
05-Oct-17," 1,50,00,000.00 ",
06-Oct-17,," 1,98,382.21 "
06-Oct-17,," 35,708.80 "
06-Oct-17,," 4,78,35,230.00 "
06-Oct-17," 3,36,07,769.00 ",
06-Oct-17," 1,45,00,000.00 ",
07-Oct-17, 45.48 ,
07-Oct-17,," 2,06,460.38 "
07-Oct-17,," 37,162.87 "
07-Oct-17,," 4,98,69,477.00 "
07-Oct-17," 3,46,63,377.00 ",
09-Oct-17, 17.70 ,
09-Oct-17,," 1,87,874.10 "
09-Oct-17,," 33,817.34 "
09-Oct-17,," 1,41,151.34 "
09-Oct-17,," 25,407.24 "
09-Oct-17,," 4,70,09,929.00 "
09-Oct-17,," 3,63,87,289.00 "
09-Oct-17," 3,08,21,738.00 ",
09-Oct-17," 2,18,02,993.00 ",
09-Oct-17," 5,000.00 ",
09-Oct-17," 1,50,00,000.00 ",
09-Oct-17," 50,00,000.00 ",
09-Oct-17," 50,00,000.00 ",
09-Oct-17," 50,00,000.00 ",
09-Oct-17," 40,00,000.00 ",
09-Oct-17," 50,00,000.00 ",
09-Oct-17," 40,00,000.00 ",
09-Oct-17," 30,00,000.00 ",
10-Oct-17, 10.62 ,
10-Oct-17," 6,060.00 ",
10-Oct-17,, 45.49 
10-Oct-17,," 2,09,985.62 "
10-Oct-17,," 37,797.41 "
10-Oct-17,," 5,46,85,480.00 "
10-Oct-17,," 5,000.00 "
10-Oct-17," 3,20,47,706.00 ",
10-Oct-17," 1,50,00,000.00 ",
10-Oct-17," 85,00,000.00 ",
11-Oct-17,," 4,75,44,059.00 "
11-Oct-17,," 5,550.00 "
11-Oct-17," 3,16,60,904.00 ",
11-Oct-17," 1,00,00,000.00 ",
11-Oct-17," 59,00,000.00 ",
11-Oct-17, 100.89 ,
11-Oct-17,, 10.62 
11-Oct-17,," 1,89,358.21 "
11-Oct-17,," 34,084.48 "
12-Oct-17,," 5,80,07,186.00 "
12-Oct-17,," 5,000.00 "
12-Oct-17," 3,53,11,454.00 ",
12-Oct-17, 70.80 ,
12-Oct-17,, 100.89 
12-Oct-17,," 2,25,517.81 "
12-Oct-17,," 40,593.21 "
12-Oct-17," 79,00,000.00 ",
12-Oct-17," 1,50,00,000.00 ",
13-Oct-17, 133.64 ,
13-Oct-17, 280.18 ,
13-Oct-17, 100.00 ,
13-Oct-17, 800.00 ,
13-Oct-17," 1,200.00 ",
13-Oct-17," 10,000.00 ",
13-Oct-17," 8,800.00 ",
13-Oct-17, 100.00 ,
13-Oct-17," 2,000.00 ",
13-Oct-17, 400.00 ,
13-Oct-17," 4,000.00 ",
13-Oct-17, 500.00 ,
13-Oct-17," 2,530.00 ",
13-Oct-17," 5,000.00 ",
13-Oct-17," 10,000.00 ",
